"ID.Incidente","Fecha.Incidente","Hora.Incidente","Colonia","Latitud.Emergencia","Longitud.Emergencia","Categoría","Delito./.Emergencia","Género"
"30306",45878,0.614849537037037,"SAN ANTONIO EL DESMONTE",19.9812192845301,-98.8516500118051,"SEGURIDAD","VEHÍCULO EN HUIDA","Sin Especificar"
"30601",45906,0.408449074074074,"NUEVA MORELOS",20.1168334379887,-98.4293192154488,"SEGURIDAD","MENOR EXTRAVIADO","Masculino"
"20103",45839,0.767847222222222,"AMPLIACION EL SAUCILLO",20.0259732169235,-98.6846832723732,"PROTECCIÓN CIVIL","ANIMAL PELIGROSO","Femenino"
"20108",45701,0.834398148148148,"CENTRO SUR",20.1551843926781,-99.088901118939,"PROTECCIÓN CIVIL","FUGAS Y DERRAMES DE SUSTANCIAS QUÍMICAS","Femenino"
"20303",45719,0.769849537037037,"SAN CAYETANO EL BORDO",20.1456790516562,-98.5411788890617,"PROTECCIÓN CIVIL","INCENDIO DE VEHÍCULO","Sin Especificar"
"30446",45686,0.717997685185185,"LAS PALMITAS",19.9777755052224,-98.7977032082248,"SEGURIDAD","OTROS ACTOS RELACIONADOS CON EL PATRIMONIO","Sin Especificar"
"30309",45717,0.733043981481482,"SAN RAFAEL",19.9381388967996,-98.4112189224397,"SEGURIDAD","ACCIDENTE DE TRÁNSITO SIN LESIONADOS","Femenino"
"31105",45809,0.634479166666667,"TULIPANES",19.999853649041,-98.8909015295124,"SEGURIDAD","CONSUMO DE DROGAS EN VÍA PÚBLICA","Masculino"
"31001",46011,0.121701388888889,"SAN ANTONIO",20.4791645107133,-99.245555651864,"SEGURIDAD","ALLANAMIENTO DE MORADA","Sin Especificar"
"30446",45706,0.693136574074074,"RINCONES DE LA HACIENDA 2A. SECCION",20.2489040941296,-98.4039882480339,"SEGURIDAD","OTROS ACTOS RELACIONADOS CON EL PATRIMONIO","Femenino"
"50303",45731,0.803321759259259,"VENTA QUEMADA (TLALTEGCO)",20.1090047558868,-98.148697914287,"ASISTENCIA","MALTRATO DE ANIMALES","Masculino"
"30904",45977,0.0146643518518519,"CACALA",20.469236677973,-98.6953257070994,"SEGURIDAD","PERSONA SOSPECHOSA","Sin Especificar"
"10103",45783,0.575486111111111,"PASEOS DE CHAVARRIA",20.1078818745052,-98.9687063373239,"MEDICO","ACCIDENTE DE MOTOCICLETA CON LESIONADOS","Masculino"
"30904",45939,0.906226851851852,"LA PROVIDENCIA SIGLO XXI",19.9297246318305,-98.689609997979,"SEGURIDAD","PERSONA SOSPECHOSA","Sin Especificar"
"30503",45706,0.818333333333333,"LA PROVIDENCIA SIGLO XXI",20.0626076027999,-98.7145114494951,"SEGURIDAD","VIOLENCIA FAMILIAR","Femenino"
"10204",45893,0.537523148148148,"OMITLAN DE JUAREZ CENTRO",20.16115813268,-98.7312775021138,"MEDICO","CAÍDA","Masculino"
"31102",45766,0.974606481481481,"PRADERAS DE VIRREYES",20.0546882381469,-98.6944764041582,"SEGURIDAD","ALTERACIÓN DEL ORDEN PÚBLICO POR PERSONA DROGADA","Masculino"
"30401",45731,0.0772337962962963,"CENTRO PACHUCA DE SOTO",20.3108469020105,-98.680714588496,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Femenino"
"50105",45681,0.99875,"11 DE JULIO 3A SECCION",19.876991943252,-98.8931579427784,"ASISTENCIA","RUIDO EXCESIVO","Femenino"
"30907",45830,0.88150462962963,"AMPLIACION VICENTE GUERRERO",20.1885938014172,-98.3292511255452,"SEGURIDAD","PERSONA AGRESIVA","Femenino"
"10204",45682,0.59849537037037,"CENTRO APAN",19.4756682746818,-98.4124640136659,"MEDICO","CAÍDA","Sin Especificar"
"30907",46010,0.71869212962963,"LA PROVIDENCIA SIGLO XXI",20.0601412571094,-98.4426916114164,"SEGURIDAD","PERSONA AGRESIVA","Sin Especificar"
"50102",45798,0.771724537037037,"LAS FLORES",19.9325687365287,-98.8307565199323,"ASISTENCIA","TENTATIVA DE ROBO","Masculino"
"30309",45675,0.7996875,"PIRACANTOS",20.0812241076051,-98.9402905978437,"SEGURIDAD","ACCIDENTE DE TRÁNSITO SIN LESIONADOS","Masculino"
"30503",45934,0.968668981481482,"FUENTES DE TIZAYUCA",19.8708644534099,-98.9028757231177,"SEGURIDAD","VIOLENCIA FAMILIAR","Femenino"
"31002",45708,0.818344907407407,"ROJO GOMEZ",19.5479043045837,-99.107631398816,"SEGURIDAD","AMENAZA","Masculino"
"10104",46013,0.724270833333333,"SIN COLONIA",20.2420601078138,-98.7772173758249,"MEDICO","ACCIDENTE DE VEHÍCULO AUTOMOTOR CON LESIONADOS","Femenino"
"30309",45849,0.752847222222222,"PLUTARCO ELIAS CALLES",20.0508998192031,-98.917368739439,"SEGURIDAD","ACCIDENTE DE TRÁNSITO SIN LESIONADOS","Masculino"
"30307",45963,0.727210648148148,"LOMA BONITA (LA LOMA)",20.2345361781117,-98.889454721883,"SEGURIDAD","VEHÍCULO SOSPECHOSO","Masculino"
"30907",45809,0.667800925925926,"SAN JUAN",20.0630272752849,-99.3858988776664,"SEGURIDAD","PERSONA AGRESIVA","Masculino"
"30310",45893,0.590277777777778,"EL PARAISO",20.0250719308728,-98.726120338766,"SEGURIDAD","OTRAS FALTAS AL REGLAMENTO DE TRÁNSITO","Femenino"
"30401",45944,0.113576388888889,"JALTOCAN CENTRO",21.11325969218,-98.5018928019358,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Masculino"
"30907",45693,0.818622685185185,"CERRO DE LA CRUZ",20.2924387869977,-99.2665409587139,"SEGURIDAD","PERSONA AGRESIVA","Femenino"
"40106",45832,0.90068287037037,"ALFREDO V BONFIL",19.9383198491106,-98.6759416154411,"SERVICIOS PÚBLICOS","CABLES COLGANDO","Femenino"
"30503",45755,0.924282407407407,"VENUSTIANO CARRANZA",20.0423307721686,-98.8388364264484,"SEGURIDAD","VIOLENCIA FAMILIAR","Masculino"
"30310",45735,0.523842592592593,"VENTA PRIETA",20.2220725192545,-98.755367089073,"SEGURIDAD","OTRAS FALTAS AL REGLAMENTO DE TRÁNSITO","Femenino"
"30310",45974,0.657523148148148,"JUAN C. DORIA",20.1394589538373,-98.6872926990196,"SEGURIDAD","OTRAS FALTAS AL REGLAMENTO DE TRÁNSITO","Sin Especificar"
"20311",45667,0.85125,"SIN COLONIA",20.0850701104967,-99.2153830079754,"PROTECCIÓN CIVIL","OTROS INCENDIOS","Sin Especificar"
"30907",46014,0.412326388888889,"NOXTONGO PRIMERA SECCION",19.845930823958,-99.4668753041792,"SEGURIDAD","PERSONA AGRESIVA","Femenino"
"20311",45784,0.562511574074074,"EL BOCJA",20.3169978561324,-98.7394866898112,"PROTECCIÓN CIVIL","OTROS INCENDIOS","Femenino"
"30401",45937,0.573645833333333,"CALNALI CENTRO",20.9025379813473,-98.5312947322795,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Masculino"
"30907",45746,0.814895833333333,"11 DE JULIO 3A SECCION",19.9061044871908,-98.7908032518176,"SEGURIDAD","PERSONA AGRESIVA","Femenino"
"30502",45998,0.245324074074074,"TEPOJACO",19.8306437875832,-98.9584055101643,"SEGURIDAD","VIOLENCIA DE PAREJA","Masculino"
"30503",45700,0.67837962962963,"TEMANGO",21.2553014773625,-98.6432000015664,"SEGURIDAD","VIOLENCIA FAMILIAR","Femenino"
"30907",45748,0.889571759259259,"CRUZ DE LOS CIEGOS",20.0726861250246,-98.714628425301,"SEGURIDAD","PERSONA AGRESIVA","Femenino"
"30308",45869,0.0177314814814815,"SAN GUILLERMO LA REFORMA",20.1205939203368,-98.8247108877522,"SEGURIDAD","VEHÍCULO DESCOMPUESTO","Masculino"
"50301",45920,0.783599537037037,"VILLA MAGNA",20.0377559546997,-98.8763568427114,"ASISTENCIA","APOYO A LA CIUDADANÍA","Femenino"
"30401",45785,0.788923611111111,"LOMAS RESIDENCIAL PACHUCA",19.9147923526686,-98.6948252782475,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Masculino"
"30430",45937,0.911006944444444,"ATOTONILCO DE TULA CENTRO",20.133105891528,-99.2685123095372,"SEGURIDAD","ROBO DE VEHÍCULO PARTICULAR SIN VIOLENCIA","Femenino"
"10204",45804,0.317893518518519,"CARLOS SALINAS DE GORTARI",19.9935640830272,-98.3141634752034,"MEDICO","CAÍDA","Sin Especificar"
"31104",45935,0.669155092592593,"FELIPE ANGELES",20.1850878921367,-98.6644353050634,"SEGURIDAD","CONSUMO DE ALCOHOL EN VÍA PÚBLICA","Masculino"
"50301",45957,0.648263888888889,"XOCHIHUACAN",20.087665707908,-98.6910304001861,"ASISTENCIA","APOYO A LA CIUDADANÍA","Sin Especificar"
"31101",45985,0.860578703703704,"CENTRO TULA DE ALLENDE",20.0614770183508,-99.3071558222754,"SEGURIDAD","ALTERACIÓN DEL ORDEN PÚBLICO POR PERSONA ALCOHOLIZADA","Masculino"
"30908",45773,0.410358796296296,"PALO GORDO (EJIDO NOPALILLO)",20.2237589046386,-98.2689317377747,"SEGURIDAD","SUICIDIO","Masculino"
"31001",45928,0.908784722222222,"SAN MATEO SEGUNDA SECCION",19.9125613471734,-99.2732555328538,"SEGURIDAD","ALLANAMIENTO DE MORADA","Masculino"
"10204",45696,0.636747685185185,"FORJADORES DE PACHUCA",19.8197595174041,-98.8029967841024,"MEDICO","CAÍDA","Femenino"
"50105",45928,0.884849537037037,"PASEOS DE LA PLATA",20.1489656868022,-98.7724104420646,"ASISTENCIA","RUIDO EXCESIVO","Sin Especificar"
"20311",45917,0.571805555555556,"U. H. 18 DE MARZO",20.1028102638491,-99.3420577343821,"PROTECCIÓN CIVIL","OTROS INCENDIOS","Femenino"
"31104",45998,0.0247916666666667,"LOS SABINOS",20.0694864561446,-98.3051507796865,"SEGURIDAD","CONSUMO DE ALCOHOL EN VÍA PÚBLICA","Masculino"
"30502",45809,0.151701388888889,"REAL MADEIRA",20.1597809117436,-98.8335871914142,"SEGURIDAD","VIOLENCIA DE PAREJA","Femenino"
"10116",45870,0.409826388888889,"PACHUQUILLA",20.217982018337,-98.6517539629043,"MEDICO","ATROPELLAMIENTO","Sin Especificar"
"30401",45817,0.730520833333333,"LOMAS DEL CHACON",20.3368941737562,-98.788259851397,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Femenino"
"30305",45715,0.94962962962963,"SIN COLONIA",20.74059635287,-98.7596502642874,"SEGURIDAD","VEHÍCULO A EXCESO DE VELOCIDAD","Sin Especificar"
"30907",45986,0.7421875,"LA AMISTAD",20.0626231720868,-99.331669570888,"SEGURIDAD","PERSONA AGRESIVA","Femenino"
"30446",45785,0.410694444444444,"DOCTORES",20.0936085283098,-98.8283720478544,"SEGURIDAD","OTROS ACTOS RELACIONADOS CON EL PATRIMONIO","Femenino"
"31112",45680,0.0875578703703704,"ZONA PLATEADA",20.1187335960273,-98.8931228012102,"SEGURIDAD","RIÑA / PELEA CLANDESTINA","Masculino"
"10307",45725,0.827511574074074,"SAN NICOLAS EL CHICO",20.156996780395,-98.4266300822988,"MEDICO","CONVULSIONES","Masculino"
"30401",45943,0.228622685185185,"CENTRO PACHUCA DE SOTO",20.169119473266,-98.6792497843407,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Sin Especificar"
"30502",45987,0.797962962962963,"EX-HACIENDA DE COSCOTITLAN",20.2711689108748,-98.7771844833857,"SEGURIDAD","VIOLENCIA DE PAREJA","Masculino"
"30309",45972,0.372800925925926,"VILLAS DE PACHUCA",20.0447111880705,-98.7380698012335,"SEGURIDAD","ACCIDENTE DE TRÁNSITO SIN LESIONADOS","Sin Especificar"
"50105",45889,0.945740740740741,"ESTRELLA",20.1388468237526,-98.508922138216,"ASISTENCIA","RUIDO EXCESIVO","Femenino"
"50301",45957,0.849988425925926,"ARBOLEDAS DE SAN JAVIER",20.1027647417937,-98.902088479988,"ASISTENCIA","APOYO A LA CIUDADANÍA","Masculino"
"50301",45899,0.49818287037037,"DOCTORES",20.0761098792491,-98.9036683600447,"ASISTENCIA","APOYO A LA CIUDADANÍA","Femenino"
"20307",45731,0.765081018518519,"ENCARNACION",20.9590051725663,-99.1385011007528,"PROTECCIÓN CIVIL","INCENDIO FORESTAL","Masculino"
"30307",45752,0.126481481481481,"P.R.I. CHACON",20.0275251143396,-98.7210889651919,"SEGURIDAD","VEHÍCULO SOSPECHOSO","Femenino"
"31113",46013,0.562928240740741,"LOS TIGRES",20.0360690400065,-99.2546761339816,"SEGURIDAD","PERSONA EXHIBICIONISTA","Femenino"
"30904",45908,0.843032407407407,"C.T.M.",20.1696055840234,-98.7891878303945,"SEGURIDAD","PERSONA SOSPECHOSA","Masculino"
"50304",45740,0.763356481481481,"CUATRO PALOS",20.0195345923487,-98.4809691880747,"ASISTENCIA","PERSONA EN SITUACIÓN DE CALLE","Masculino"
"50301",45761,0.634409722222222,"CUAUTEPEC DE HINOJOSA CENTRO",20.0106363605539,-98.4455326472271,"ASISTENCIA","APOYO A LA CIUDADANÍA","Sin Especificar"
"30430",45850,0.870740740740741,"PARQUE DE POBLAMIENTO",20.1448859266549,-98.6906928213635,"SEGURIDAD","ROBO DE VEHÍCULO PARTICULAR SIN VIOLENCIA","Femenino"
"31101",45752,0.987013888888889,"LAZARO CARDENAS",19.8725999968895,-98.9967192790527,"SEGURIDAD","ALTERACIÓN DEL ORDEN PÚBLICO POR PERSONA ALCOHOLIZADA","Masculino"
"31102",45689,0.396516203703704,"SAN ANGEL",19.7907981986162,-98.9281180531452,"SEGURIDAD","ALTERACIÓN DEL ORDEN PÚBLICO POR PERSONA DROGADA","Masculino"
"30907",45926,0.376168981481482,"BARRIO DE SAN JUAN TIZAHUAPAN",20.13325486003,-98.5319004198904,"SEGURIDAD","PERSONA AGRESIVA","Femenino"
"10107",45767,0.744178240740741,"COSCOTITLAN",20.1742648092659,-98.7718591465021,"MEDICO","ACCIDENTE MÚLTIPLE CON LESIONADOS","Femenino"
"30504",45976,0.876354166666667,"FARAONA",20.1636872411495,-98.9100054881931,"SEGURIDAD","OTROS ACTOS RELACIONADOS CON LA FAMILIA","Masculino"
"31101",45764,0.100196759259259,"AMPLIACION SANTA JULIA 3RA SEECION",20.1555201975906,-98.9551750077559,"SEGURIDAD","ALTERACIÓN DEL ORDEN PÚBLICO POR PERSONA ALCOHOLIZADA","Sin Especificar"
"10103",45885,0.816157407407407,"NAPATECO",20.2186935293158,-98.3653664689871,"MEDICO","ACCIDENTE DE MOTOCICLETA CON LESIONADOS","Masculino"
"30907",45786,0.638310185185185,"EX-HACIENDA DE COSCOTITLAN",20.2803692966818,-98.7113815966808,"SEGURIDAD","PERSONA AGRESIVA","Sin Especificar"
"10104",46009,0.0860416666666667,"EX-HACIENDA DE COSCOTITLAN",20.1510554828188,-98.9223805182257,"MEDICO","ACCIDENTE DE VEHÍCULO AUTOMOTOR CON LESIONADOS","Femenino"
"30504",45943,0.93869212962963,"AMPLIACION ROJO GOMEZ",20.1899896945774,-98.2895011461462,"SEGURIDAD","OTROS ACTOS RELACIONADOS CON LA FAMILIA","Femenino"
"10211",45856,0.686516203703704,"TULA [PARQUE INDUSTRIAL]",19.9382697708774,-99.4014882457756,"MEDICO","QUEMADURAS","Masculino"
"30503",45662,0.049537037037037,"DENDHO",20.053631044773,-99.0963807855648,"SEGURIDAD","VIOLENCIA FAMILIAR","Sin Especificar"
"10307",45982,0.837199074074074,"EL CARDENAL",20.0806394909492,-99.2207483363102,"MEDICO","CONVULSIONES","Masculino"
"30430",45822,0.748043981481481,"AVIACION",20.301757574744,-98.9953708184249,"SEGURIDAD","ROBO DE VEHÍCULO PARTICULAR SIN VIOLENCIA","Sin Especificar"
"30103",45963,0.321597222222222,"AMPLIACION SANTA JULIA 3RA SEECION",19.9934724816923,-98.7465184035636,"SEGURIDAD","PERSONA TIRADA EN VÍA PÚBLICA","Femenino"
"30607",45849,0.716747685185185,"CAMPESTRE VILLAS DEL ALAMO",20.1231001306309,-98.642602349455,"SEGURIDAD","SUSTRACCIÓN DE MENORES","Femenino"
"30903",45813,0.398668981481482,"ATEMPA",19.7858337571236,-98.8539290826286,"SEGURIDAD","VIOLENCIA CONTRA LA MUJER","Femenino"
"30504",46001,0.913113425925926,"PARQUE HIDALGO",20.0934829222665,-98.7437663349445,"SEGURIDAD","OTROS ACTOS RELACIONADOS CON LA FAMILIA","Femenino"
"30309",45991,0.482881944444444,"SANTA MARIA LA CALERA",20.0218304617947,-98.6859528445476,"SEGURIDAD","ACCIDENTE DE TRÁNSITO SIN LESIONADOS","Masculino"
"31104",45927,0.878854166666667,"CENTRO PACHUCA DE SOTO",20.226912135119,-98.8433454100225,"SEGURIDAD","CONSUMO DE ALCOHOL EN VÍA PÚBLICA","Sin Especificar"
"20311",45886,0.638981481481482,"SAN ANTONIO EL DESMONTE",20.068160462685,-98.6963093178187,"PROTECCIÓN CIVIL","OTROS INCENDIOS","Masculino"
"30503",45988,0.031724537037037,"EMILIANO ZAPATA",19.9652781087722,-99.0495702624353,"SEGURIDAD","VIOLENCIA FAMILIAR","Femenino"
"30401",45882,0.203414351851852,"MOLANGO CENTRO",20.8939865156682,-98.7561074323994,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Masculino"
"30430",46015,0.862256944444445,"EL TEJOCOTAL",20.1442239665124,-98.0786545944795,"SEGURIDAD","ROBO DE VEHÍCULO PARTICULAR SIN VIOLENCIA","Femenino"
"30907",45909,0.889768518518519,"11 DE JULIO 3A SECCION",20.1137413256947,-98.8220569013502,"SEGURIDAD","PERSONA AGRESIVA","Sin Especificar"
"30907",45783,0.899907407407407,"DON ANTONIO",19.8185173799635,-98.9131207248716,"SEGURIDAD","PERSONA AGRESIVA","Masculino"
"10208",45775,0.0142708333333333,"VILLAS DE PACHUCA",20.097078805176,-98.8174825049986,"MEDICO","LESIONADO POR ARMA BLANCA","Masculino"
"10305",45712,0.338842592592593,"SAN MIGUEL VINDHO",19.8542599852445,-99.1952943359717,"MEDICO","DIFICULTAD RESPIRATORIA / URGENCIA RESPIRATORIA","Masculino"
"30406",45682,0.376412037037037,"FRACCIONAMIENTO VALLE DEL SOL",19.8150355275921,-98.9019697680621,"SEGURIDAD","EXTORSIÓN","Femenino"
"30401",45893,0.112951388888889,"PEMEX",20.1220019319679,-99.2102296826015,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Femenino"
"30401",45885,0.0620486111111111,"SAN JOSE ATLAN",20.2054688212577,-99.7643217240819,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Masculino"
"50105",45934,0.142071759259259,"NOPALA CENTRO",20.4198503286645,-99.6612626376012,"ASISTENCIA","RUIDO EXCESIVO","Femenino"
"30609",45937,0.530509259259259,"SANTA MARIA LA CALERA",19.9226137569854,-98.7172260853272,"SEGURIDAD","OTROS ACTOS RELACIONADOS CON LA LIBERTAD PERSONAL","Masculino"
"10104",45686,0.0315509259259259,"EL TEJOCOTAL",20.1424088875127,-98.0630854426768,"MEDICO","ACCIDENTE DE VEHÍCULO AUTOMOTOR CON LESIONADOS","Masculino"
"30502",46012,0.923854166666667,"DE FERROCARRILEROS",20.2237861436984,-99.1400967519383,"SEGURIDAD","VIOLENCIA DE PAREJA","Sin Especificar"
"50301",45705,0.00969907407407407,"MELCHOR OCAMPO (EL SALTO)",19.8832067496574,-99.3659926034584,"ASISTENCIA","APOYO A LA CIUDADANÍA","Masculino"
"30307",45709,0.901875,"LOS ANGELES",20.224081401824,-98.7069903117291,"SEGURIDAD","VEHÍCULO SOSPECHOSO","Femenino"
"30907",45992,0.784884259259259,"HACIENDAS DE TIZAYUCA",19.9755348601696,-98.9935892020076,"SEGURIDAD","PERSONA AGRESIVA","Femenino"
"30904",45769,0.242430555555556,"LOS SABINOS",19.9711586976562,-98.5778167642465,"SEGURIDAD","PERSONA SOSPECHOSA","Masculino"
"30414",45792,0.701342592592593,"BOSQUES DE NAPATECO",20.2506629075947,-98.3326348427465,"SEGURIDAD","ROBO A CASA HABITACIÓN SIN VIOLENCIA","Sin Especificar"
"30903",45764,0.98525462962963,"LA TOSCANA (BAJA)",19.8947540603896,-98.9891906982911,"SEGURIDAD","VIOLENCIA CONTRA LA MUJER","Femenino"
"30503",45732,0.819861111111111,"CUIXTITLA",19.7754213757032,-98.9139857429671,"SEGURIDAD","VIOLENCIA FAMILIAR","Femenino"
"31102",45868,0.558506944444445,"PASEOS DE CHAVARRIA",20.1365642054819,-98.695365803017,"SEGURIDAD","ALTERACIÓN DEL ORDEN PÚBLICO POR PERSONA DROGADA","Femenino"
"30308",45909,0.324375,"COLOSIO II",20.1342389072313,-98.8774785593839,"SEGURIDAD","VEHÍCULO DESCOMPUESTO","Masculino"
"30904",46020,0.550081018518518,"SAN GABRIEL AZTECA",20.0488043542625,-98.6177137956698,"SEGURIDAD","PERSONA SOSPECHOSA","Femenino"
"50301",45879,0.823287037037037,"EL BARRIDO",20.5317048231836,-99.1791829463761,"ASISTENCIA","APOYO A LA CIUDADANÍA","Sin Especificar"
"30503",45716,0.79431712962963,"SAN FRANCISCO",20.2387894876533,-98.7014953839132,"SEGURIDAD","VIOLENCIA FAMILIAR","Femenino"
"31105",45949,0.683020833333333,"SAN CLEMENTE",20.0403270800384,-98.8267285654375,"SEGURIDAD","CONSUMO DE DROGAS EN VÍA PÚBLICA","Masculino"
"20103",45765,0.820405092592593,"SIN COLONIA",20.1935171246081,-98.6587085801002,"PROTECCIÓN CIVIL","ANIMAL PELIGROSO","Femenino"
"30101",45866,0.451400462962963,"EL VENADO",20.1973765950336,-98.6664886944666,"SEGURIDAD","VEHÍCULO ABANDONADO","Sin Especificar"
"31101",45696,0.470729166666667,"JAVIER ROJO GOMEZ 1A SECC",20.064882034963,-98.7569271315585,"SEGURIDAD","ALTERACIÓN DEL ORDEN PÚBLICO POR PERSONA ALCOHOLIZADA","Sin Especificar"
"50301",45939,0.0580902777777778,"SAN CARLOS",20.1271321420798,-98.7764921619824,"ASISTENCIA","APOYO A LA CIUDADANÍA","Femenino"
"31104",45780,0.0218981481481481,"SIN COLONIA",20.1913833447222,-98.2776463983068,"SEGURIDAD","CONSUMO DE ALCOHOL EN VÍA PÚBLICA","Sin Especificar"
"50301",45982,0.575578703703704,"CESPEDES REFORMA",20.0593930809701,-98.9767066870563,"ASISTENCIA","APOYO A LA CIUDADANÍA","Masculino"
"30503",45693,0.412291666666667,"PILCUATLA",20.853837988823,-98.4527716208244,"SEGURIDAD","VIOLENCIA FAMILIAR","Masculino"
"30502",45934,0.757222222222222,"PRADERAS DE VIRREYES",19.9983176860916,-98.4625906985717,"SEGURIDAD","VIOLENCIA DE PAREJA","Masculino"
"30204",45839,0.706979166666667,"DON ANTONIO",19.9612326097461,-99.0098430729051,"SEGURIDAD","PORTACIÓN DE ARMAS O CARTUCHOS","Femenino"
"20311",45747,0.671342592592593,"LA CAÑADA",20.0177067793505,-98.5072386331891,"PROTECCIÓN CIVIL","OTROS INCENDIOS","Sin Especificar"
"30907",45984,0.742951388888889,"CENTRO PACHUCA DE SOTO",20.0677785172346,-98.7309726330235,"SEGURIDAD","PERSONA AGRESIVA","Masculino"
"50105",45864,0.0257175925925926,"LA PROVIDENCIA SIGLO XXI",20.1026552442303,-98.6904549059581,"ASISTENCIA","RUIDO EXCESIVO","Masculino"
"50301",45920,0.904074074074074,"ZONA PLATEADA",20.1259946990664,-98.6950915648011,"ASISTENCIA","APOYO A LA CIUDADANÍA","Sin Especificar"
"50301",45810,0.376469907407407,"CENTRO MINERO",20.2169164874278,-98.6753252299372,"ASISTENCIA","APOYO A LA CIUDADANÍA","Femenino"
"31105",45668,0.870902777777778,"PASEOS DE CHAVARRIA",20.1570636407902,-98.6632440458795,"SEGURIDAD","CONSUMO DE DROGAS EN VÍA PÚBLICA","Femenino"
"30448",45660,0.798136574074074,"EL ENCINAL",20.1269487367095,-98.3585214182662,"SEGURIDAD","ROBO DE COMBUSTIBLE","Femenino"
"30503",45767,0.88900462962963,"LA RAZA",20.1507409967543,-98.767069900587,"SEGURIDAD","VIOLENCIA FAMILIAR","Masculino"
"30904",45759,0.922800925925926,"CEUNI",19.9210616235407,-98.4844775092132,"SEGURIDAD","PERSONA SOSPECHOSA","Sin Especificar"
"30503",45774,0.337037037037037,"EL TEPHE",20.3270270036003,-99.2169885975322,"SEGURIDAD","VIOLENCIA FAMILIAR","Masculino"
"10307",45711,0.422974537037037,"VENTA PRIETA",20.0804833438753,-98.8262071339527,"MEDICO","CONVULSIONES","Masculino"
"31112",45695,0.41318287037037,"EL PEDREGAL",19.8378277199176,-99.0579887382474,"SEGURIDAD","RIÑA / PELEA CLANDESTINA","Masculino"
"30401",45768,0.960740740740741,"INDUSTRIAL LA PAZ",20.178220094849,-98.8461846947437,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Sin Especificar"
"30502",45822,0.899733796296296,"JUAN C. DORIA",20.1867129934463,-98.5347738296516,"SEGURIDAD","VIOLENCIA DE PAREJA","Masculino"
"50105",45931,0.008125,"PASEOS DE CHAVARRIA",20.0121060969868,-98.8329580368697,"ASISTENCIA","RUIDO EXCESIVO","Femenino"
"31112",45984,0.200289351851852,"LINDAVISTA",20.0722143100135,-98.2690418562149,"SEGURIDAD","RIÑA / PELEA CLANDESTINA","Sin Especificar"
"20107",45738,0.671006944444444,"TLANALAPA CENTRO",19.8991003748141,-98.6252611650276,"PROTECCIÓN CIVIL","EXPLOSIÓN","Masculino"
"60102",45896,0.634791666666667,"ZIMAPANTONGO",20.2406711670033,-99.4278089331664,"OTROS SERVICIOS","ANIMAL MUERTO","Masculino"
"31103",45976,0.147152777777778,"PLUTARCO ELIAS CALLES",20.2400111627717,-99.0214072800893,"SEGURIDAD","CONDUCTOR EBRIO","Masculino"
"30401",45823,0.543773148148148,"CENTRO PACHUCA DE SOTO",20.0473895867123,-98.6266355873018,"SEGURIDAD","OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS","Sin Especificar"
"30503",45763,0.60525462962963,"DOCTORES",20.0662263548508,-98.7146023155868,"SEGURIDAD","VIOLENCIA FAMILIAR","Femenino"
"31103",45868,0.774398148148148,"EL BOXTHA",20.3164940930407,-99.053813590075,"SEGURIDAD","CONDUCTOR EBRIO","Masculino"
"30904",46022,0.527268518518519,"HACIENDA MARGARITA",19.9365377853602,-98.8315204603088,"SEGURIDAD","PERSONA SOSPECHOSA","Sin Especificar"
"30204",45674,0.798796296296296,"VITO",19.9279961225079,-99.053543246209,"SEGURIDAD","PORTACIÓN DE ARMAS O CARTUCHOS","Masculino"
"30302",45949,0.0430324074074074,"SAN BARTOLO",20.0738307902368,-98.7534750223978,"SEGURIDAD","ARRANCONES O CARRERAS DE VEHÍCULOS","Sin Especificar"
"50105",45953,0.875740740740741,"BONANZA",20.0544312608537,-98.6701903729705,"ASISTENCIA","RUIDO EXCESIVO","Masculino"
"10204",45872,0.612974537037037,"SIN COLONIA",20.4726233398284,-99.073411189103,"MEDICO","CAÍDA","Sin Especificar"
"30202",46016,0.0985648148148148,"RINCONES DE LA HACIENDA",20.0149704472136,-98.3947889649984,"SEGURIDAD","DETONACIÓN DE ARMA DE FUEGO","Masculino"
"30305",45702,0.545,"ROJO GOMEZ",20.0125531210021,-98.8124919109397,"SEGURIDAD","VEHÍCULO A EXCESO DE VELOCIDAD","Masculino"
"30310",45690,0.786666666666667,"SIN COLONIA",20.1203346207854,-98.8370845651753,"SEGURIDAD","OTRAS FALTAS AL REGLAMENTO DE TRÁNSITO","Sin Especificar"
